# Exult Usecode Dialogue Translation Dictionary
# English source<TAB>Chinese translation
# Generated: 2026-06-17 10:30:00
# Entries: 11391
#
# To deploy: Copy this file to your Exult <PATCH>/ directory
# as 'usecode_translations.txt'.
#
# Lines starting with '#' are comments.
# Format: English source text<tab>Chinese translation text
============================================================

! And good luck to thee!"*	「祝你好運！」*
! Fly from this place at once! I shall provide escort for thee with my bow. Return at thy peril,	「快離開這裡！我會用我的弓護送你離開。再回來就要冒險了！」
! Help me!!"	「幫幫我！！」
! However, thou mayest have some trouble convincing those who do not know thy face.~~"Of course, thou -shouldst- be safe around thy friends!"	「但是，你可能會遇到一些麻煩，因為有些人不認識你。」~~「當然，你應該在朋友身邊很安全！」
! I admit I do sell Silver Serpent Venom to other places besides the Apothecary. But what I am doing is not -precisely- against the law!"	「我承認，我賣銀蛇毒給其他地方的藥劑師。但是，我做的事情不是完全違法！」
! I earn my gold with this sword arm," he says as he flexes a mighty bicep. "Right now I am in Jhelom continuing my studies in my trade with De Snel, and when I am finished my price is going to go up!"	「我靠這把劍來賺取金幣，」他說，同時展示他的強壯手臂。「現在，我在傑洛姆繼續我的學徒生涯，當我完成後，我的價格就會上漲！」
! I shall never miss New Magincia!"	「我永遠不會錯過新馬吉尼亞！」
! I would wager that thou dost say that to all the barmaids!"	「我想，你對所有的酒吧女服務員都這麼說！」
! If I did not trust the infallibility of mine own eyes, I would not believe it! I was just thinking to myself, 'If only the Avatar were here!' Then...~~"Lo and behold! Who says that magic is dying! Here is living proof that it is not!~~ "Dost thou realize,	「如果我不相信自己的眼睛，我就不會相信！我剛剛在想，『如果只有阿凡達在這裡！』然後……~~「看哪！誰說魔法正在消失！這裡就是活生生的證據！」~~「你知道嗎，」他說，「如果不是你，我就會迷失了。」
! If not for thee, I would be lost."	「如果不是你，我就會迷失了。」
! If thou wilt leave something behind, mayhaps thou wilt be able to sail, and I will be glad, indeed, to sell thee the deed."~Gargan sneezes.	「如果你願意留下什麼東西，可能你就能夠航行，我會很高興地賣給你這份契約。」~加爾根打了個噴嚏。
! It is hearsay!"*	「這只是傳聞！」*
! Mine husband was pardoned by Lord British. He even provided Weston with short-term employment so that he may return to me with money enough in his pockets to feed us for some time!~~"Excellent news, no?"	! 我的丈夫被布列塔尼亞王赦免了，他甚至提供了韋斯頓短期的工作機會，這樣他就可以帶著足夠的錢回來養活我們一段時間！~~"這是個好消息，不是嗎？"
! Perhaps honesty shall lift thee above the	! 也許誠實會讓你脫離貧困
! That means I owe thee	! 這意味著我欠你
! The box is open! Certainly, one as diligent as thee could not have been robbed?"	! 盒子打開了！你這麼勤奮的人不可能被搶劫吧？"
! Thou	! 你
! Thou didst just enjoy thyself, didst thou not? Please come back when thou art rested!"*	! 你只是在享受自己吧？請休息一下再回來吧！"*
! Thy soul shall wail in the catacombs of the netherworld!"	! 你的靈魂將在陰間的墓穴中哀號！"
! Who knows what evil this strange creature might possess!" He inspects the sprite more closely. "Mayhaps I should try it first to be sure it is safe..."*	! 誰知道這個奇怪的生物可能會帶來什麼邪惡！" 他仔細檢查精靈。 "也許我應該先試試看，以確保它是安全的..."*
! You damn	! 你這個該死的
! You have nothing to lose but your	! 你沒有什麼可失去的，只有你的
!" Katrina greets you with a smile.	!" 卡特琳娜帶著微笑迎接你。
!" Nastassia says.	!" 納斯塔西婭說。
!" Sherry the Mouse exclaims.	!" 謝里老鼠驚呼。
!" says a wide-eyed Constance, "What may I do for thee?"	!" 一個目瞪口呆的康斯坦斯說，"我可以為你做什麼？"
"'Bye!"*	!"別了！"*
"Please, hurry. Every second my love must endure Horance's foul presence is like a knife in my side." He begins to pace about his shop.*	"請，趕快吧，每一秒我的愛人都必須忍受Horance的可惡存在，就像在我身邊插了一把刀。" 他開始在他的店裡踱步.*
"Please, just leave me alone!" she looks as if she's about to cry.*	"請，別打擾我！" 她看起來像要哭了.*
"Please, please. I... cannot speak with thee right now. I am not sure what has come over me. Please forgive me,	"請，請原諒我，我不知道自己發生了什麼事。請原諒我，"
"Pleased to meet thee,	"很高興認識你，
"Plenty of beds are available if thou wouldst like to stay in the shelter," he says with a condescending tone.	"這裡有很多床位，如果你想留在這裡避難的話，" 他帶著輕蔑的口吻說道。
"Polly runs the local tavern to be near people. She is a lonely soul and feels that there is simply no one who wishes for her heart. It makes me so sad to think of her. She could find all the companionship she could want if she would join The Fellowship."	"波莉經營這間當地的酒館，是為了能夠接近人群。她是一個孤獨的靈魂，覺得根本沒有任何人想要她的心。她這樣的想法讓我感到很難過。如果她加入了『信徒會』，她就能找到她想要的陪伴了。"
"Poo Poo Head!" she cries. She then rushes to him and kisses him full on the mouth. Shamino turns red and shuffles his feet.*	"笨蛋！" 她哭喊著，然後衝到他身邊，給他一個滿懷的親吻。沙米諾臉紅了，腳步慌亂地退後一步.*
"Poor Avatar... poor, poor Avatar..."	"可憐的阿凡達... 可憐的阿凡達..."
"Poor Bollux did not know of the Stone of Castambre. His sacrifice was, perhaps, unnecessary. Hast thou, perchance, come across MacCuth's "The Stone of Castambre?"	"可憐的波魯克斯不知道卡斯坦布雷的石頭。他犧牲了自己，或許是多餘的。你有沒有遇到過麥庫斯的『卡斯坦布雷的石頭』這本書?"
"Poor Elad. He sometimes joins me at night to view the heavens. He has been trying to leave Moonglow for many years. He likes the island, but is filled with wanderlust." He smiles.	"可憐的伊拉德。他有時會在晚上加入我觀賞星空。他一直想要離開月光島已經很多年了。他喜歡這座島，但充滿了對外界的渴望。" 他微笑著。
"Poor Lord British! When faced with a gigantic menace that threatens his entire kingdom he is an extremely capable ruler.~~"But what happens when there are a myriad of smaller things that all threaten the welfare of his people indirectly?~~"There is a riddle for thee to solve!"	"可憐的布里塔尼亞王！當他面臨一個巨大的威脅，威脅到他整個王國的時候，他是一個非常有能力的統治者。~~"但是當有許多小事情威脅到他人民的福祉時，他又會如何？~~"這是一個你需要解決的謎題!"
"Potions? What makes thee think I have potions? Art thou sure thou dost not want Lotions? I certainly have lotions! Otions, slotions, motions, votions! Ha ha ha! Wait! Oh, yes! I do have potions! I told thee so, didn't I! Let us see... I have this black potion here. I am not sure what it does exactly, but I am quite sure it turns one invisible.	"藥水？你為什麼會覺得我有藥水？你確定你不想要乳霜嗎？我確實有乳霜！藥水、乳霜、運動、禱告！哈哈哈！等一下！哦，對了！我確實有藥水！我告訴過你了，不是嗎！讓我們看看... 我這裡有一瓶黑色藥水，我不知道它到底做什麼，但是我確定它能讓人隱形。"
"Prepare to die!"*	"做好準備，去死吧！"*
"Presently I am studying possible uses and applications of wheatgrass. One day soon I shall begin compiling my notes but it will require a long effort for there is much that I have learned. It is mostly to support my work that I operate my flower wagon."	"目前我正在研究小麥草的可能用途和應用。一旦我開始編輯我的筆記，將需要很長時間的努力，因為我已經學到了很多東西。我的花車主要是為了支持我的工作。"
"Presently, I am the mayor of Jhelom."	"目前，我是傑洛姆的市長。"
"Quen spends just about all of his time in the Keg Of Spirits tavern, near the ferry dock."	"奎恩幾乎把所有時間都花在了『烈酒桶』酒館裡，靠近渡輪碼頭。"
"Question Eight: Thou art in a boat with thy betrothed and thy mother. The boat capsizes. In the choppy waters thou canst only save thyself and one other person. Who dost thou save from drowning,~A: thy betrothed, or~B: thy mother?"	"第八個問題：你和你的未婚妻以及你的母親一起乘船，船翻了。你只能救自己和另一個人。你會救誰？~A：你的未婚妻，還是~B：你的母親?"
"Question Five: If thou wert to become a person of leisure, one who had amassed a fantastic fortune of wealth, would it most likely be because~A: thou hadst discovered an infallible method of stealing the money of others, or~B: thou hadst discovered an infallible method of illicitly duplicating the coin of the realm?"	"第五個問題：如果你成為一個閒散的人，一個擁有大量財富的人，你最可能是因為~A：你發現了一種偷取他人金錢的可靠方法，還是~B：你發現了一種非法複製貨幣的可靠方法?"
"Question Four: At a festive gathering thou dost tell a humorous anecdote, and thou dost tell it very well, creating much amusement. Didst thou tell this comedic story because~A: thou didst enjoy the response that thou didst receive from thine audience, or~B: because thou didst want to please thy friends?"	"第四個問題：在一個歡樂的聚會上，你講了一個幽默的故事，你講得很好，引起了很多人的歡笑。你告訴這個故事是因為~A：你享受著聽眾的反應，還是~B：你想取悅你的朋友?"
"Question Seven: Thou hast just killed a small dog by throwing a rock at it. Is it more likely that thou hast done this because~A: the dog was going to attack thee, or~B: the dog was going to attack someone else?"	"第七題：你剛剛用石頭砸死了一隻小狗。你更有可能這樣做是因為~A：狗要攻擊你，還是~B：狗要攻擊別人？"
"Question Six: While travelling thou dost find a man in terrible pain. His arm has been grievously injured. A healer tending to him tells thee that the man's arm will have to be removed and that he will require thine assistance to do it. The man says he will recover from his injury and asks thee not to let the healer amputate his arm. Dost thou~A: heed the words of the healer, or~B: respect the wishes of the injured man?"	"第六題：你在旅途中遇到一個痛苦不堪的人，他的胳膊受了重傷。照顧他的治療師告訴你，他的胳膊必須被截肢，而且需要你的幫助來做這件事。這個人說他會從傷勢中恢復，並要求你不要讓治療師截肢他的胳膊。你~A：聽從治療師的話，還是~B：尊重受傷者的意願？"
"Question Three: Thou hast taken the last room available at an inn. Upon entering it thou dost find that it is filthy. It is the middle of the night, there is no one to clean it and there is nowhere else to stay. Dost thou~A: clean up the room thyself, at least somewhat, before reposing in it, or~B: dost thou just go to sleep, letting the room remain as thou hast found it?"	"第三題：你在一家旅店裡租到了最後一個房間。進入房間後，你發現它很髒。已經是半夜了，沒有任何人可以幫你打掃，而且沒有別的地方可以住。你~A：在睡覺前自己打掃房間，至少有一點，還是~B：你直接睡覺，讓房間保持原樣？"
"Question Two: Thou art at a feast hosted by a very high-ranking local official. Thou dost believe the food he has ordered to be served is little more than swill, and thou dost notice that the other guests certainly think so. When thine host asks if thou dost like the food, dost thou~A: tell the truth, or~B: lie to him?"	"第二題：你參加了一個由當地高級官員主持的宴會。你認為他點的食物不過是普通的食物，你也注意到其他客人也這麼認為。當你的主人問你喜不喜歡這食物，你~A：說實話，還是~B：對他撒謊？"
"Quite a lady, is she not?" He nudges you and winks.	"她是一個真正的淑女，不是嗎？" 他輕輕地碰了你一下，眨了眨眼睛。
"Quite true, Avatar. The ruse worked far too well. 'Twas a true shame, to be honest. I should not have gotten away with it, and, indeed, am being properly castigated for it now."	"完全正確，阿凡達。這個計謀太過順利了。說實話，這是一個真正的悲劇。我不應該這樣做，而且現在我正在受到適當的譴責。"
"Quite. Arcadion seeks to have dominion over Britannia and believes that the gem will give him the ability to exert his power here. In truth, the Ether Gem works in the reverse, his power will become accessible to the one who possesses the gem."	"完全正確。阿卡迪恩想在不列顛尼亞建立統治，他認為寶石會給他在這裡施展權力的能力。事實上，乙太寶石的作用與此相反，他的權力將會被寶石的持有者所掌握。"
"Rankin is in charge of the entire local branch. If thou hast any questions about The Fellowship, he can answer them."	"蘭金負責整個當地分部的工作。如果你有任何關於神秘組織的問題，他可以回答你。"
"Rankin is very intelligent. He is the one who persuaded me to join The Fellowship. I have much respect for him."	"蘭金非常聰明。他是說服我加入神秘組織的人。我很尊敬他。"
"Rankin or Balayna would be the best ones to ask,	"蘭金或巴萊娜會是最好的詢問對象，"
"Raymundo himself had a hand in the design of the theatre."	"雷蒙多本人參與了劇院的設計。"
"Really!" he seems genuinely surprised. "How, ah, wonderful." Then I guess the murder has been avenged."	"真的！" 他似乎真正地感到驚訝。"多麼美妙啊。" 然後我想說謀殺案已經被報復了。"
"Really? Thou dost mean I have a chance?" Charles becomes so excited he nearly drops his tray. "Oh, I thank thee, Avatar, for giving me this hopeful news! I must run and send her flowers or some gift! I must declare my love!" He turns away from you, obviously walking on clouds.*	"真的？你是說我有機會？" 查爾斯興奮得幾乎把托盤掉在地上。"哦，謝謝你，阿凡達，給我帶來這個希望的消息！我必須跑去送花或禮物！我必須表白我的愛！" 他轉身離開你，明顯地在雲端上走著。*
"Really? Where is it? Thou dost not have it on thee!	"真的？它在哪裡？你身上沒有它！"
"Recently there has been a dramatic rise in the use of a very strange substance. People have begun to purposefully ingest the venom of the silver snake."	"最近有一種非常奇怪的物質被廣泛使用。人們開始故意攝入銀蛇的毒液。"
"Recently, our town has been plagued by a thief."	"最近，我們的城鎮一直受到小偷的困擾。"
"Recently, that Perrin fellow from across the way 'as been spendin' some toime with me. 'E's a real nice chap. A l'ttle brainy, perhaps,	"最近，那個來自對面的小夥子佩林一直在和我一起度過時間。他是個很好的傢伙，雖然有點書呆子。"
"Reconsider, I must insist of thee, Thou art too thin of hide,~"If he knew, Nell's brother would murder me,~"And I would not see Nell widowed before having the chance to become a bride."	"我必須堅持你重新考慮，你的皮膚太薄了，~"如果他知道的話，尼爾的哥哥會殺了我，~"而我不想看到尼爾在成為新娘之前就成為寡婦。"
"Reconvert? Why would I want to do that? Did my brother request this? He has always had a problem with letting me make mine own decisions. Nay,	"重新皈依？為什麼我要這樣做？是我哥哥要求我這樣做的嗎？他一直以來都有讓我自己做決定的問題。不，我..."
"Rel An-Quas Ailem In BAL-ZEN"!*	"Rel An-Quas Ailem In BAL-ZEN"!*
"Rel An-Quas Ailem In Bet-Zen".*	"Rel An-Quas Ailem In Bet-Zen".*
"Rel An-Quas Ailem In Garge".*	"Rel An-Quas Ailem In Garge".*
"Rel An-Quas Ailem In MOO"!*	"Rel An-Quas Ailem In MOO"!*
"Relax, Anton. I am sure that thou wilt have a job again soon enough." He turns to you.~~"He was apprenticed to the sage Alagner who bade him find out information about The Fellowship..."	"放鬆吧，安東。我相信你很快就會找到新的工作。"他轉過身來。~~"他曾是賢者阿蘭格的徒弟，阿蘭格要求他調查有關『友誼』的情報..."
"Relax, friend, thou wilt hear when the time is right."	"放鬆吧，朋友，你會在適當的時候聽到消息的。"
"Remember! Tell them thou didst eat at the Friendly Knave!"*	"記住！告訴他們你曾在『友善的強盜』吃過飯！"*
"Remember, always keeps thy wits about and thy blade ready."*	"記住，永遠保持你的智慧和你的劍。"*
"Renown follows those who travel with the Avatar. I thank thee."	"聲望會跟隨那些與『阿凡達』一起旅行的人。我感謝你。"
"Return tomorrow and thou canst have another free meal."	"明天回來，你就可以再享用一次免費的餐點。"
"Right now I am not at work so please do not address me as if I were."	"現在我不在工作，所以請不要像對待正在工作的人一樣對待我。"
"Right now the place gives me the creeps!"~~His eyes are wild with fright.	"現在這地方讓我感到毛骨悚然！"~~他的眼睛充滿了恐懼。
"Right now the town is buzzing about three local fighters, all of whom have challenged another man to a duel. The challenged one's name is Sprellic."	"現在這個鎮上正在議論著三個當地的戰士，他們都向另一個男人挑戰決鬥。被挑戰的那個人的名字是Sprellic。"
"Right thou art, brother!"*	"你說的沒錯，兄弟！"*
"Right ye are,	"你說的對，[4042] "你說的對，Shamino？"~~Shamino咕噥著，轉身離開，而Iolo則是奸笑著。
"Right, Shamino?"~~Shamino grunts and turns away as Iolo grins mischievously.	"Right, Shamino?"~~Shamino grunts and turns away as Iolo grins mischievously.
"Robin be a high stakes gamblin' gent who makes his living inna casino at Buccaneer's Den."	"Robin是一個高賭注的賭徒，他在海盜之窩的賭場裡賺取生活費。"
"Rude dog!"*	"粗魯的狗！"*
"Run along now little mortal. Do not pester thy betters with the idle rantings of thy tongue." He appears at first nonchallant, then his expression becomes intense, "That is unless thou hast reconsidered my offer... Hast thou?"	"你就離開吧，小小的凡人。不要用你舌頭的閒聊來煩擾你的上級...除非你已經重新考慮我的提議...你有嗎？"
"Running the shelter is hard work for mine husband and me, but it is worth the effort to ease the suffering of those less fortunate than we."	"經營這個庇護所對我丈夫和我來說是很辛苦的工作，但這是值得的，因為我們可以減輕那些比我們不幸的人的痛苦。"
"Sadly,	"不幸的是，[4048] "不幸的是，我太沉迷於我的研究了，我沒有時間去探索周圍的地區或認識新的面孔。"
"Sadly, I am so involved with my studies that I have no time to visit the surrounding area or learn any new faces."	"Sadly, I am so involved with my studies that I have no time to visit the surrounding area or learn any new faces."
"Sadly, his true desire is to leave Moonglow in search of adventure. But he will not leave, for he feels too much obligation for his patients." Phearcy shrugs.~"Perhaps not without reason."	"不幸的是，他真正的願望是離開月光城去尋找冒險。但他不會離開，因為他覺得自己有太多的責任感對待他的病人。"Phearcy聳聳肩。~"也許不是沒有理由。"
"Safe journeys,	"一路平安，[4051] "Salamon是最睿智的帝國。人類已經遇到她。 -許多- 東西已經被她看到。她是非常有經驗和知識的。"
"Salamon is the wisest Emp. Humans have been met by her. -Many- things have been seen by her. She is very experienced and knowledgeable."	"Salamon is the wisest Emp. Humans have been met by her. -Many- things have been seen by her. She is very experienced and knowledgeable."
"Salutations,	"問候，
"Salutations, Avatar. I can assist thee no more, but remember my words: the Psyche returns to the Core..."*	"問候，阿凡達。我已無法再幫助你，但記住我的話：Psyche 將返回核心..."*
"Saralek is my bonded-one. `Wife' is what you would call her. My home is her home."	"Saralek 是我的伴侶。你們會稱她為『妻子』。我的家就是她的家。"
"Sasha vill have to decide if he vants to stay vith his people or return to The Fellowship. I believe he vill make the right choice."	"Sasha 必須決定是否要留在他的族人身邊或回到 The Fellowship。我相信他會做出正確的選擇。"
"Say, I see that thou art a member! Thou must be of sound character!	"你看起來像是會員！你一定是個品德良好的人！"
"Say, Shamino, art thou still spending thy time dressing in women's clothes?"*	"你看起來，莎敏諾，你還是喜歡穿女裝嗎？"*
"Say, dost thou think that Boris could have meant to give this locket to someone else?"	"你覺得 Boris 有沒有可能把這個掛墜送給別人？"
"Say, thou be not from around here?" He looks at you skeptically. "Thou art not from the Fellowship by any chance, art thou?"	"你看起來不是這裡的人。你不是來自 The Fellowship 的吧？" 他懷疑地看著你。"你不是來自 The Fellowship 的吧？"
"Say, we should get to know one another better!"	"我們應該更好地認識彼此！"
"Say, when exackly again didst thou say thou didst arrive in town, stranger?"~~After a moment of carefully observing you, he shrugs his shoulders and goes back to wiping off the bar.	"你說你什麼時候到鎮上來的，陌生人？"~~他仔細觀察你一會兒，然後耸耸肩，回到擦淨酒吧的工作上。
"Scoundrel! When thou art asked thy name, thou shouldst respond politely and accurately! The Avatar has just asked thee for -thy- name."	"無恥之徒！當有人問你的名字時，你應該禮貌地回答！阿凡達剛剛問你你的名字。"
"Scrumptious!	"美味！"
"See foolish pride and love, brutality and sin, Carrocio's tiny world of moving dolls,~"Enough to make thee gasp, or cry or grin,~"All who wish to see 'tis time to hear my calls,~"For now the puppet show is about to begin!"*	"看吧，愚蠢的驕傲和愛，殘酷和罪惡，卡羅西奧的小世界中的木偶，~"足以讓你屏息，或者哭泣，或者微笑，~"所有想看的人現在是聽我的召喚的時候，~"現在木偶秀即將開始！"*
"See for thyself, the posted bills for known villains are in the log book in the courtroom."	"你可以自己看，法院的日誌書中有通緝犯的公告。"
"See how the common criminal blames his type of immoral behavior on others, all the while denying it in himself! This one is irredeemable, he is."*	"看吧，普通罪犯如何將自己的不道德行為歸咎於他人，而同時否認自己！這個人是無法挽救的，他是。"*
"See thee again,	"再見，"
"See thee soon!"*	"再見了！"*
"See? I told thee!"	"看到了吧！我早就跟你說了！"
"Seeing that thou hast joined The Fellowship only confirms what I already know. That The Fellowship is the path by which we shall lead Britannia to a wonderful new future. News that thou hast joined us is spreading far and wide!"	"現在你加入了我們的團體，這正證明了我早就知道的東西。這個團體將會帶領不列顛尼亞走向美好的未來。你加入我們的消息正在迅速傳播！"
"Seek him out in Skara Brae. But be careful. It is a dangerous place. I should also advise thee that thou must use Seance Spells to speak with anyone on that island. They are all undead."	"你可以在斯卡拉布雷找到他。但是要小心，那裡很危險。我還要告訴你，你必須使用降神咒來與島上的任何人交談。他們都是不死之人。"
"Sendala is my name."	"我的名字叫桑達拉。"
"Serpent's Hold is located at precisely 53 degrees east and 165 degrees south."	"蛇之堡位於東經53度，南緯165度。"
"Serpent's Hold,	"蛇之堡，"
"Shall I have my apology, or thy	"你要不要向我道歉，還是要我..."
"Shall we continue thy report?"	"我們要不要繼續你的報告？"
"Shamino should be here with us."	"沙米諾應該在這裡和我們一起。"
"Shamino, thou dost not look like a 'kid' anymore! What didst happen? Didst thou reach the venerable age of thirty?"*	"沙米諾，你現在看起來不再像個小孩了！發生了什麼事？你是不是已經到了三十歲的高齡？"*
"Shanda says he is hungry!"*	"珊達說他餓了！"*
"Shanda says he wants something to eat!"	"珊達說他想要吃東西！"
"Shanda says that thou shouldst refrain from saying his name. He does not like it when his food says his name."*	"珊達說你不該說出他的名字，他不喜歡別人說出他的名字，尤其是在吃東西的時候。"*
"She -doth- look rather inviting, doth she not?"*	"她看起來真的很有吸引力，不是嗎？"*
"She became the mayor of New Magincia after the death of the old mayor, her father, several years ago. She has done such a good job that no one has opposed her for the position yet."	她在前任市長（她的父親）去世後，成為新馬吉尼亞的市長。這幾年來，她做得很好，沒有人反對她擔任這個職位。
"She can be found in her house, right across the road."	她可以在她的房子裡找到，正好在路對面。
"She can sell thee many spells."	她可以賣給你很多法術。
"She does not love me, I know. She would rather marry a rich man. I have not a chance."	我知道她不愛我。她寧願嫁給一個富人。我沒有機會。
"She doth put a spring in a man's step! We have our eye on her, we do!" Leavell quickly clears his throat and he looks away from you momentarily.	她讓男人們步伐輕快！我們一直在關注她，的確如此！ Leavell 快速地清了清喉嚨，然後暫時避開了你的目光。
"She has conveniently stopped breathing!" Rankin laughs.	她很方便地停止呼吸了！ Rankin 大笑。
"She has left for Britain on important business," he smiles. "I do not expect her return any time soon."	她已經前往不列顛進行重要的商務，他微笑著說。 我不期待她很快就會回來。
"She has put an extraordinary amount of time and effort into ensuring the activities in this edifice happen smoothly. And," he adds, "she takes it personally when they do not!"	她投入了大量的時間和精力，確保這座建築物裡的活動順暢進行。 而且，他補充說，她很在意當事情不順暢時會發生什麼。
"She is Cador's wife."	她是 Cador 的妻子。
"She is a fantastic worker. Better than most men I have mined with."	她是一個工作非常出色的女性，比我合作過的大多數男人都要好。
"She is a lovely young woman who is always melancholy. De Maria can tell thee more about her. I suggest thou seekest him at the Emerald. 'Tis a sad but compelling tale."	她是一個美麗的年輕女性，總是顯得憂鬱。 De Maria 可以告訴你更多關於她的事情。我建議你去翡翠酒館找他。 這是一個令人難過但引人入勝的故事。
"She is a nearly blind elderly woman who runs the antique shoppe on the east side of the river."	她是一個幾乎失明的老年女性，經營著河東岸的古董店。
"She is a tailor. Lovely woman, that Carlyn. She minds the bar when I go to the Fellowship meetings at night."	她是一個裁縫師。 Carlyn 是一個可愛的女性，她在我晚上參加團契會議時照看酒吧。
"She is a very private person. Works at The Baths. I have not spoken three words to her in my life."	她是一個非常隱私的人。工作在浴場。我一生中從未跟她說過三句話。
"She is a very private person. Works at The Baths. I hear she won some kind of competition -- that is why she is fortunate to be there. I understand Glenno pays them well over there."	她是一個非常隱私的人。工作在浴場。我聽說她贏得了一種競賽 —— 這就是她在那裡的原因。 我知道 Glenno 在那裡付給他們的薪水很高。
"She is a very wise Emp. Many humans have been met by her. Knowledge and experience are her talents."	"她是一位非常睿智的皇后。許多人都曾與她會面。知識和經驗是她的長處。"
"She is an elderly mage who lives in Moonglow."	"她是一位居住在 Moonglow 的老年魔法師。"
"She is an excellent assistant. The Lycaeum has never performed better. However, she is a little too stern, I believe, and," he leans in again, "I think she is quite beautiful."	"她是一位優秀的助理。自從她加入 Lycaeum 後，事情就變得順暢許多。不過，我認為她有點太嚴肅了，" 他又一次靠近， "我想她非常美麗。"
"She is beautiful, is she not?" Martingo leans over and sticks his tongue in an ear that isn't there.	"她真的是美麗的，不是嗎？" Martingo 伸出舌頭，朝著不存在的耳朵吐舌。
"She is engaged to the carousel manager. It is hard to get used to. I have always been overly protective of my little sister. I would wager she has never even been kissed! Not even by Carrocio! That is mainly because I have looked after her all this time. I would smite anyone who laid a hand on her! Besides, Nell has always been chaste and prudish. She would never think to allow a man to kiss her."	"她已經訂婚了，對方是旋轉木馬場的經理。這讓我很難接受。我一直都很保護我的妹妹。我敢說她從未被任何人親吻過！甚至連 Carrocio 都沒有！這主要是因為我一直在照顧她。任何人只要敢碰她一下，我就會教訓他！此外，Nell 一直都很保守和害羞。她絕不會允許男人親吻她。"
"She is my clerk. She is very efficient. I couldn't govern Vesper without her."	"她是我在 Vesper 的文員。她非常有效率。如果沒有她的幫助，我無法治理 Vesper。"
"She is my wife and bookkeeper for our branch."	"她是我妻子，也是分公司的會計。"
"She is not as bad as she may appear to be. No doubt that woman has a temper. But I am sure she is quite nice once thou hast gotten the chance to know her. If not for these sad circumstances, we might have gotten the chance to get to know each other better."	"她並不像看起來那樣糟糕。她可能有一點脾氣，但我相信她在你認識她之後會變得很好。如果不是這些不幸的事件，我們可能會有機會更好地認識彼此。"
"She is one of the monks who lives at the Abbey. At this time, she is the only other person I have actually met here in the forest."	"她是住在修道院的僧侶之一。目前，她是我在這片森林中唯一遇到的其他人。"
"She is quite a lovely girl, although a bit childlike in outlook. Her father was not of this world, I believe. He spoke with an odd inflection and his appearance was very unlike most other people of Britannia.~~"But then thou well knowest that many people of other worlds come to this land. I've even heard it rumored that Lord British himself is an outworlder. Imagine that." A sly expression crosses her face.	"她是一個非常可愛的女孩，雖然她的想法有一點孩子氣。她父親不是這個世界的人，我想。他說話的口音很奇怪，外貌也與大多數布利坦尼亞人不同。~~" 但是你很清楚，許多來自其他世界的人都來到這片土地。我甚至聽說 Lord British 本身就是一個外來者。想像一下。" 她臉上浮現了一個狡猾的表情。
"She is right there," he says, pointing to Balayna.	"她就在那裡，" 他說，指著 Balayna。
"She is the Hold advisor, often giving guidance to the knights." His expression becomes wistful. "She is also quite, quite beautiful."	"她是霍爾德的顧問，常常為騎士們提供指導。" 他的表情變得有些憂鬱。 "她也非常、非常美麗。"
"She is the branch clerk. Most of the time, she is friendly. Sometimes, however, she seems a little cold."	"她是分公司的文員。大多數時間，她都很友善。不過，有時候她似乎有一點冷淡。"
"She is the lady of Sir Pendaran. She has been helping me better my sense of humor."	"她是 Sir Pendaran 的夫人。她一直在幫助我改善我的幽默感。"
"She is the monk who tends the garden at the Abbey."	"她是修道院的僧侶，負責照顧花園。"
"She is the most beautiful lady I have been witness to. She shall have eternal beauty at my side, and we shall rule together." After hearing him speak of his plans for the future, you find this a very unlikely statement.	"她是最美麗的女性，我所見過的。她將與我永恆地保持美麗，我們將一起統治。" 聽到他說出未來的計畫後，你覺得這是一個非常不可能的說法。
"She is the most beautiful woman in all Britannia. I still find it hard to believe she has agreed to marry me, a lowly warrior. I will travel to the ends of the world for her, if that be necessary, to keep her heart!"	"她是整個不列顛尼亞最美麗的女性。我仍然很難相信她同意嫁給我，一個卑微的戰士。我將為她旅行到世界的盡頭，如果需要的話，來保住她的心！"
"She is the sort of person who labors under the belief that all problems can be solved in one of three ways. Hit them harder. Hit them faster. Or, hit them some more."	"她是那種人，認為所有問題都可以用三種方式解決。用更大的力氣打擊。用更快的速度打擊。或者，用更多的力氣打擊。"
"She is the waterbearer of the town. She carries water from the well of Humility to all the homes in town."	"她是鎮上的水瓶女。她從謙虛之井（Humility）提水給鎮上所有的家庭。"
"She is very vise and knows many things but vhen I asked her if I should go back to The Fellowship or stay with them she did not answer me."	"她非常聰明，知道很多事情，但當我問她我是否該回到『兄弟會』或留在這裡時，她沒有回答我。"
"She keeps saying that. I am not sure what it means. Something to do with a competition."	"她一直說這句話。我不知道它的意思。好像與一場比賽有關。"
"She keeps the records at town hall."	"她負責保存鎮上的紀錄。"
"She raises the most lovely flowers that I have ever seen! Thou must see them to believe of their existence."	"她種植最美麗的花朵，我所見過的！你必須親眼見到它們才能相信它們的存在。"
"She rarely has time for visitors, but I know she takes on students every now and then."	"她很少有時間接待訪客，但我知道她偶爾會收徒弟。"
"She resides just across the way, and can help thee with everything thou mightest need to rid us of the Liche. Thank thee ever so much. It has been nice talking with thee. Goodbye." He scurries back into his corner and holds his ankh in a protective fashion.*	"她住在對面，你可以去找她幫助你們驅除巫妖。非常感謝你。很高興與你聊天。再見。" 他匆忙回到角落，拿著他的安赫（ankh）保護自己。*
